date,mean_brightness,max_brightness,bright_pixel_ratio
2018-11-15,0.46857264705882345,0.996078431372549,0.6050541666666667
2018-12-15,0.5301771786492375,0.996078431372549,0.7523458333333334
2019-01-15,0.4923287145969499,0.996078431372549,0.80245
2019-02-15,0.6069059041394336,0.996078431372549,0.8832208333333333
2019-03-15,0.5515539651416123,0.996078431372549,0.7937416666666667
2019-04-15,0.5817978431372549,0.996078431372549,0.8470416666666667
2019-05-15,0.3816893899782135,0.996078431372549,0.46236666666666665
2019-06-15,0.24809339869281044,0.996078431372549,0.27441666666666664
2019-07-15,0.22189274509803922,0.996078431372549,0.21035
2019-08-15,0.299259302832244,0.996078431372549,0.31057083333333335
2019-09-15,0.4249941666666667,0.996078431372549,0.4619375
2019-10-15,0.4811403050108932,0.996078431372549,0.6018916666666667
2019-11-15,0.6326864651416123,0.996078431372549,0.885075
2019-12-15,0.6092711383442266,0.996078431372549,0.7289291666666666
2020-01-15,0.6696486492374728,0.996078431372549,0.8105791666666666
2020-02-15,0.5363295751633987,0.996078431372549,0.7127791666666666
2020-03-15,0.44879995098039216,0.996078431372549,0.6048375
2020-04-15,0.27405977668845316,0.996078431372549,0.24294166666666667
2020-05-15,0.48449438453159044,0.996078431372549,0.6121291666666666
2020-06-15,0.6567372930283225,0.996078431372549,0.9197791666666667
2020-07-15,0.535027788671024,0.996078431372549,0.709275
